"id","age","country","education","occupation[a1]","occupation[a2]","occupation[a3]","occupation[a4]","occupation[a5]","flossprojects[p1_name]","flossprojects[p1_tasks]","flossprojects[p1_duration]","flossprojects[p2_name]","flossprojects[p2_tasks]","flossprojects[p2_duration]","flossprojects[p3_name]","flossprojects[p3_tasks]","flossprojects[p3_duration]","flossprojects[p4_name]","flossprojects[p4_tasks]","flossprojects[p4_duration]","flossprojects[p5_name]","flossprojects[p5_tasks]","flossprojects[p5_duration]","usedsystems1[getenv]","usedsystems1[envvar]","usedsystems1[xsettings]","usedsystems1[gsettings]","usedsystems1[qsettings]","usedsystems1[kconfig]","usedsystems1[dconf]","usedsystems1[cfgfiles]","usedsystems1[freedesktop]","usedsystems1[registra]","usedsystems1[plist]","usedsystems2[getenv]","usedsystems2[envvar]","usedsystems2[xsettings]","usedsystems2[gsettings]","usedsystems2[qsettings]","usedsystems2[kconfig]","usedsystems2[dconf]","usedsystems2[cfgfiles]","usedsystems2[freedesktop]","usedsystems2[registra]","usedsystems2[plist]","flosscontribution[a1]","flosscontribution[a2]","flosscontribution[a3]","flosscontribution[a4]","flosscontribution[a5]","flosscontribution[a6]","flosscontribution[a7]","introduceconfintrg[a1]","introduceconfintrg[a2]","introduceconfintrg[a3]","introduceconfintrg[a4]","introduceconfintrg[a5]","specifyconfig[a1]","specifyconfig[a2]","specifyconfig[a3]","specifyconfig[a4]","specifyconfig[a5]","specifyconfig[a6]","specifyconfig[a7]","specifyconfig[a8]","specifyconfig[a9]","specifyconfig[a10]","specifyconfig[a11]","specifyconfig[a12]","configreduction[a1]","configreduction[a2]","configreduction[a3]","configreduction[a4]","configreduction[a5]","configreduction[a6]","configreduction[a7]","configreduction[a8]","configreduction[a9]","effortconfexp[a1]","effortconfexp[a2]","effortconfexp[a3]","effortconfexp[a4]","effortconfexp[a5]","effortconfexp[a6]","effortconfexp[a7]","effortconfexp[a8]","effortconfexp[a9]","importancecfgoptions[a1]","importancecfgoptions[a2]","importancecfgoptions[a3]","importancecfgoptions[a4]","importancecfgoptions[a5]","importancecfgoptions[a6]","importancecfgoptions[a7]","getenv[a1]","getenv[a2]","getenv[a3]","getenv[a4]","getenv[a5]","getenv[a6]","getenv[a7]","getenv[a8]","clusterconf[a1]","clusterconf[a2]","clusterconf[a3]","clusterconf[a4]","clusterconf[a5]","clusterconf[a6]","informaboutcfg[a1]","informaboutcfg[a2]","informaboutcfg[a3]","informaboutcfg[a4]","informaboutcfg[a5]","informaboutcfg[a6]","informaboutcfg[a7]","informaboutcfg[a8]","informaboutcfg[a9]","syncconfig[a1]","syncconfig[a2]","syncconfig[a3]","syncconfig[a4]","syncconfig[a5]","syncconfig[a6]","importantbenefits[a1]","importantbenefits[a2]","importantbenefits[a3]","importantbenefits[a4]","importantbenefits[a5]","importantbenefits[a6]","importantbenefits[a7]","importantbenefits[a8]","importantbenefits[a9]","importantbenefits[a10]","importantbenefits[a11]","importantbenefits[a12]","importantbenefits[a13]","importantbenefits[a14]","donation"
"566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"570","38-57","US","a3","0","0","0","0","1","205","developer","8","","","","","","","","","","","","","","","","","used4","","","","used3","","","","","","","neutral","","","","help","","","0","0","0","0","1","0","0","a4","a3","a3","a2","","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","a4","a1","a2","a3","a2","a1","a3","1","0","0","1","0","0","0","0","0","1","0","0","0","0","a3","a4","a3","a5","a4","a1","a2","a2","a1","","","","","","1","a2","a4","a1","a1","a1","a1","a4","a1","a2","a2","a3","a4","a3","","1"
"571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"573","","AU","a3","1","1","0","0","1","debian","contributor,various","12","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used3","used4","used3","used3","used1","","","","","","","","","","","","1","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"575","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"576","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","used1","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"577","26-31","DE","a4","0","0","0","1","0","206","contributor","1","207","contributor","3","208","contributor","1","209","creator","2","","","","used4","used4","used3","used3","used3","used3","used1","used3","used3","used1","used1","help","neutral","help","help","help","help","","help","help","","","1","1","1","1","1","1","0","a5","a4","a4","a3","","1","0","1","1","1","0","1","1","1","1","0","0","","","","","","","","","1","1","1","0","1","1","0","1","0","0","a3","a2","a5","a5","a5","a5","a5","0","1","0","1","0","0","0","0","0","1","0","0","0","0","a4","a4","a5","a3","a4","a3","a5","a4","a2","0","1","1","0","0","0","a5","a5","a4","a4","a3","a5","a5","a5","a4","a3","a5","a4","a3","","1"
"578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"579","","US","a3","1","0","0","0","0","","","","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used1","used4","used1","neutral","neutral","","","","","","neutral","","help","","1","0","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"583","","","","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"588","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"590","38-57","GB","a3","1","0","0","0","0","debian","developer","20","","","","","","","","","","","","","used4","used4","used4","used1","used1","used1","","used4","used3","used1","used1","neutral","neutral","confused","","","","","neutral","confused","","","0","0","1","0","1","1","0","a4","a5","a4","a3","","0","1","1","0","0","0","1","0","1","0","1","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"593","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"595","38-57","AU","a4","1","0","0","0","0","210","creator,developer","4","","","","","","","","","","","","","used4","used4","","","","","","used4","","","","help","help","","","","","","confused","","","","0","0","0","0","1","0","0","a4","a4","a5","a5","","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","","","a5","","a5","a4","a3","1","1","0","1","0","0","0","0","0","1","1","1","1","0","a4","a5","a4","a5","a4","a2","a2","a1","a1","0","1","0","0","0","0","a4","a3","a3","a2","a2","a1","a2","a2","a2","a1","a3","a3","a2","","1"
"596","26-31","DE","a4","0","0","1","1","0","211","","7","debian","","10","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used3","used3","used1","help","neutral","","","","","","neutral","confused","confused","","1","1","1","0","1","0","0","a3","a5","a3","a4","","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1","1","0","a4","a2","a5","a5","a4","","","1","0","0","1","1","0","0","0","0","1","0","0","0","0","a5","a5","a3","a2","a4","a2","a2","a5","a3","0","1","1","0","0","0","a3","a5","a4","a2","a3","a3","a5","a3","a4","a1","a4","a4","a1","","1"
"597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"600","","AU","a3","1","1","0","0","0","debian","contributor,various","12","","","","","","","","","","","","","used4","used4","used1","used3","used1","used1","used3","used4","used3","used3","used1","help","help","","help","","","confused","help","help","","","1","1","0","0","0","0","0","a4","a4","a3","a5","","0","0","1","0","1","1","0","0","1","0","0","0","","","","","","","","","1","1","1","0","1","1","0","1","0","0","a4","a1","a4","a4","a4","a4","a1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","a4","a4","a2","a2","a3","a2","a4","a2","a5","0","1","1","0","0","0","a3","a4","a4","a5","a5","a1","a5","a3","a3","a2","a5","a5","a1","","1"
"601","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","0"
"602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"604","38-57","GR","a5","1","0","0","0","1","","","","","","","","","","","","","","","","used4","used4","used4","used1","used1","used1","used1","used4","used3","used1","used1","neutral","neutral","neutral","","","","","neutral","help","","","1","1","1","1","1","1","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"605","15-25","AU","a1","0","0","1","0","0","212","manager","3","","","","","","","","","","","","","used4","used4","used3","used4","used1","used1","used1","used4","used3","used1","used1","good","good","","help","","","","neutral","","","","","","","","","","1","a5","a4","a4","a1","","0","0","1","0","0","0","0","0","1","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","a5","a1","a3","a1","a1","a1","a1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","a4","a5","a3","a2","a3","a1","a3","a4","a5","","","","","","1","a3","a4","a5","a1","a5","a3","a2","a1","a4","a3","a5","a5","a1","a5","1"
"606","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"607","32-37","DE","a4","0","1","0","0","0","","","","","","","","","","","","","","","","used4","used4","used1","used3","used3","used3","used3","used4","used4","used1","used1","good","good","","bad","bad","","bad","good","confused","","","0","0","0","0","0","0","0","a5","a4","a4","a2","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","0","a2","a2","a3","a5","a1","a1","a1","0","1","1","1","1","1","1","0","0","1","0","0","0","0","a5","a4","a2","a1","a3","a1","a3","a1","a1","0","1","1","1","0","0","a4","a2","a3","a2","a5","a4","a5","a1","a2","a1","a3","a4","a1","a5","0"
"608","38-57","FR","a3","1","1","0","0","0","213","developer","2","214","developer","1","","","","","","","","","","used4","used4","used4","used1","used1","used1","used1","used4","used3","used3","used3","neutral","help","confused","","","","","good","confused","bad","bad","1","0","1","1","1","1","0","a3","a1","a1","a4","","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","a1","a1","a5","a5","a5","a5","a5","1","1","0","1","0","0","0","0","0","1","0","0","0","0","a5","a5","a1","a1","a4","a4","a4","a4","a1","0","1","0","0","0","0","a5","a3","a5","a3","a4","a3","a5","a3","a3","a3","a3","a5","a3","","1"
"609","","FR","a2","0","0","1","0","0","","","","","","","","","","","","","","","","used4","used4","used1","used3","used1","used1","used3","used4","used3","used4","used1","neutral","neutral","","confused","","","confused","good","","bad","","0","0","0","0","0","0","0","a3","a2","","a1","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","0","0","0","0","0","0","0","0","a4","a2","a4","a4","a2","a1","a1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","a4","a4","a4","a4","a4","a1","a1","a1","a3","","","","","","1","a4","a4","a4","","","","a4","","a4","a1","","a4","","","1"
"610","26-31","PL","a3","1","0","0","0","0","debian","maintainer","3","various-projects","patcher,bug-reporter","5.1","","","","","","","","","","used4","used4","used4","used3","used1","used1","used3","used4","used3","used3","used1","neutral","good","help","confused","","","confused","good","help","bad","","0","0","1","1","0","0","0","a4","a3","a4","a4","","1","1","1","0","1","0","0","0","1","0","0","0","","","","","","","","","1","1","1","0","0","0","0","0","0","0","a2","a1","a5","a5","a4","a4","a3","1","0","0","0","0","0","0","0","0","1","0","1","1","0","a5","a5","a3","a4","a3","a3","a4","a4","a1","1","1","1","0","0","0","a4","a4","a3","a1","a1","a4","a3","a2","a3","a2","a3","a4","a4","","1"
"611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"613","32-37","FR","a4","1","0","0","0","0","215","","4","","","","","","","","","","","","","used4","used4","used3","used1","used1","used1","used1","used3","used3","used1","used1","neutral","good","","","","","","","","","","1","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"614","32-37","AT","a1","1","0","0","0","0","","","","","","","","","","","","","","","","used4","used4","used1","used1","used1","used3","used1","used4","used4","used3","used1","confused","confused","","","","confused","","confused","help","bad","","","","","","","","1","a5","a2","a1","","","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","0","a4","a1","a5","a5","a2","a1","a1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","a5","a5","a4","a2","a3","a1","a2","a1","a3","0","1","0","0","0","0","a1","a3","a3","a2","a5","a1","a5","a2","a5","a1","a3","a2","a1","a4","0"
"615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"616","38-57","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"617","38-57","FR","a4","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"618","38-57","AU","a5","1","0","0","1","0","debian","developer","16","216","developer","3","217","developer","3","218","developer","8","","","","used4","used4","used1","used1","used3","used3","used1","used4","used3","used4","used1","neutral","neutral","","","","help","","help","help","confused","","1","1","0","0","1","1","0","a5","a5","a5","a5","","1","1","1","1","1","1","1","0","1","1","0","0","","","","","","","","","1","1","0","0","1","1","1","0","0","0","a5","a1","a4","a5","a3","a4","a2","1","1","0","0","0","0","0","0","0","1","0","1","1","0","a5","a5","a4","a5","a4","a2","a4","a2","a4","0","1","1","0","0","0","a4","a5","a4","a2","a3","a5","a5","a4","a5","a2","a4","a5","a1","","1"
"619","38-57","DE","a3","1","0","0","0","0","219","website-workshops","25","220","website-workshops","20","221","website-workshops","20","","","","","","","used4","used4","used1","used1","used1","used3","used3","used4","used1","used1","used1","neutral","good","","","","confused","","neutral","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"620","32-37","DE","a3","1","1","0","0","0","222","maintainer","5","223","creator,developer","5","","","","","","","","","","used4","used4","used1","used1","used1","used1","used3","used4","used4","used1","used1","good","good","","","","","confused","good","confused","","","1","0","1","0","0","0","0","a3","a5","a5","a4","","1","0","1","0","1","0","0","0","0","0","0","0","","","","","","","","","1","1","1","1","0","0","1","1","1","0","a3","a1","a4","a5","a1","a2","a1","1","1","0","1","0","0","1","0","0","1","1","0","1","0","a5","a5","a2","a3","a5","a2","a4","a2","a3","0","1","1","0","0","0","a5","a5","a4","a2","a4","a3","a5","a2","a5","","a4","a4","a1","","0"
"621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"624","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"626","32-37","NL","a4","0","0","0","0","1","debian","packager,security","8","224","developer","10","225","developer","4","226","creator","2","","","","used4","used4","used1","used1","used1","used1","used1","used4","used1","used1","used1","help","neutral","","","","","","neutral","","","","1","0","0","0","0","1","0","a5","a5","a1","a1","","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","1","1","1","0","0","a4","a5","a4","a4","a4","a3","a4","0","0","1","1","0","0","0","0","0","1","1","0","0","0","a2","a4","a4","a4","a2","a3","a4","a2","a4","0","1","1","0","0","0","a4","a4","a4","a2","a4","a1","a4","a2","a2","a1","a3","a5","a3","","1"
"627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"628","","CA","a4","1","1","0","0","0","fedora","documentation","3","227","developer","2","228","developer","3","229","developer","1.5","230","developer","1.5","used3","used4","used1","used1","used1","used1","used1","used4","used1","used1","used1","help","help","","","","","","neutral","","","","1","1","0","0","1","0","0","a5","a5","a4","a1","","1","0","1","0","0","0","1","0","1","0","0","0","","","","","","","","","1","1","1","1","1","0","0","1","0","0","a3","a2","a4","a5","a4","a3","a3","0","0","0","1","0","0","0","0","0","1","1","1","1","0","a3","a4","a4","a2","a2","a4","a1","a1","a5","0","0","0","0","0","0","a3","a4","a3","a2","a3","a2","a5","a4","a3","a2","a4","a5","a4","","1"
"629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"630","38-57","AR","a4","1","1","0","0","0","","","","","","","","","","","","","","","","used4","used4","used3","used1","used1","used1","used1","used4","used3","used4","used1","good","help","confused","","","","","neutral","help","help","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
